Age,Credit_Score,Annual_Mileage,Vehicle_Ownership,Vehicle_Year,Speeding_Violations,Claim
47,753,19193,0,2014,8,1
34,590,19676,1,2003,3,1
65,833,15457,1,2022,8,1
64,492,22199,0,2003,0,1
40,449,21044,1,2007,0,1
32,814,20066,0,2006,0,1
54,692,23895,0,2016,3,1
38,615,5246,1,2014,8,1
31,375,26209,0,2004,7,1
19,569,11516,1,2012,6,1
28,524,21800,0,2003,0,1
68,829,18342,1,2021,2,0
56,412,28086,1,2016,8,1
55,550,25101,0,2021,8,1
51,532,21491,1,2016,4,1
55,382,14030,1,2013,5,1
67,424,25897,0,2013,5,1
51,474,6421,1,2016,9,1
35,368,17970,0,2007,3,1
47,346,12283,1,2001,0,1
32,555,20945,0,2012,4,1
44,329,5255,0,2021,0,1
68,580,28632,0,2015,0,1
51,536,16019,0,2015,4,1
69,547,20487,1,2005,4,1
55,667,14029,0,2021,6,1
50,794,24346,1,2023,1,1
41,324,7282,0,2003,5,1
32,789,13744,1,2002,1,0
47,793,29756,0,2005,9,1
59,613,22861,1,2003,4,1
68,674,26336,1,2017,3,1
34,324,27264,0,2005,9,1
22,633,14919,0,2004,4,0
46,654,18335,0,2008,1,0
21,415,26976,1,2010,7,1
27,347,28475,1,2005,7,1
34,398,5591,1,2015,5,1
27,758,11277,1,2018,2,0
34,822,7260,0,2010,3,0
37,704,16139,0,2020,0,0
41,513,5347,0,2014,8,1
22,802,29741,0,2023,9,1
51,747,26416,1,2008,4,1
23,557,9443,1,2023,7,1
19,420,16088,0,2018,2,1
30,353,13774,1,2018,3,1
60,630,11869,0,2023,3,0
60,540,27080,1,2008,7,1
65,829,24422,1,2022,8,1
28,782,7845,1,2003,2,0
68,486,29248,1,2009,6,1
64,561,27993,1,2008,8,1
40,663,17386,1,2018,1,0
33,790,6265,0,2014,3,0
48,730,17445,1,2018,2,0
28,538,17938,0,2001,7,1
33,603,16159,0,2009,3,0
25,597,7274,0,2018,8,1
21,375,23854,0,2016,0,1
57,632,15482,0,2019,0,0
21,773,23961,0,2023,3,1
42,582,25044,1,2020,2,1
20,371,6068,1,2001,2,1
49,562,26975,1,2018,9,1
20,311,19706,0,2016,1,1
44,440,10974,0,2017,9,1
46,316,15928,0,2016,9,1
49,362,26213,1,2001,1,1
67,552,6950,1,2018,7,1
68,764,29667,1,2000,0,1
36,675,24477,0,2010,7,1
38,819,15411,0,2009,9,1
22,389,26695,0,2004,2,1
35,474,18388,1,2015,1,1
45,375,22771,0,2023,8,1
59,699,9274,0,2004,4,0
39,370,7285,0,2023,4,1
38,479,24590,0,2022,5,1
23,423,24308,1,2011,3,1
18,680,12045,1,2003,6,1
22,592,29855,0,2022,6,1
58,494,6618,0,2005,8,1
29,527,15979,1,2018,5,1
43,730,13562,1,2008,0,0
63,735,27280,0,2011,8,1
51,760,17026,1,2014,9,1
66,320,12843,1,2015,8,1
31,363,14895,0,2012,4,1
43,464,28447,1,2020,6,1
62,326,29879,1,2023,0,1
44,610,16966,1,2006,3,0
26,584,22732,1,2022,9,1
43,580,26940,0,2019,3,1
64,463,10289,1,2003,4,1
39,523,23806,1,2010,5,1
64,445,25012,0,2007,3,1
47,329,23812,1,2005,5,1
60,344,8033,0,2009,9,1
65,770,27541,0,2006,6,1
34,333,13860,1,2006,2,1
43,726,12813,1,2003,8,1
53,520,22798,1,2002,7,1
18,833,18860,1,2023,0,0
25,666,28092,1,2006,1,1
66,849,19294,0,2003,1,0
52,415,28019,1,2012,9,1
69,538,8621,0,2019,8,1
32,634,26699,1,2016,8,1
64,740,22138,0,2006,8,1
39,447,7347,1,2016,0,1
31,308,19882,1,2003,6,1
43,587,22110,1,2010,2,1
45,687,9923,1,2002,8,1
40,349,24033,1,2010,7,1
31,816,20611,0,2002,2,1
41,577,20367,1,2011,0,1
19,599,24199,1,2000,8,1
62,434,14066,1,2003,9,1
43,446,8279,0,2013,0,1
31,789,24368,1,2000,2,1
68,777,8807,0,2013,5,0
24,458,29260,1,2012,5,1
20,683,27483,0,2012,9,1
64,462,18965,1,2023,3,1
40,740,21123,1,2014,1,1
63,488,21991,0,2016,9,1
60,714,27553,1,2011,5,1
64,638,29174,0,2021,9,1
62,480,26957,1,2022,4,1
35,587,5634,1,2013,5,1
55,486,17771,0,2011,6,1
52,437,22458,1,2017,8,1
68,429,23298,0,2003,6,1
32,493,19340,0,2013,3,1
42,615,5588,1,2018,9,1
54,443,8231,1,2012,4,1
45,315,11351,1,2022,5,1
27,601,8838,0,2017,8,1
56,722,6973,0,2010,4,0
34,544,19346,1,2005,4,1
56,406,10044,0,2008,6,1
39,387,15247,0,2011,1,1
43,428,16672,0,2018,2,1
61,640,15271,0,2013,1,0
42,303,27487,1,2014,9,1
34,626,11683,1,2010,9,1
30,709,27221,1,2005,1,1
37,605,16244,0,2013,2,0
42,524,11783,0,2002,5,1
21,647,10594,0,2018,4,0
27,620,8822,0,2019,4,0
20,480,8389,1,2010,1,1
58,685,10914,0,2023,1,0
62,407,23164,0,2016,0,1
35,830,8688,1,2016,2,0
64,709,19683,1,2022,6,1
53,595,18080,1,2002,4,1
64,470,14916,0,2013,6,1
39,630,28595,0,2006,8,1
51,792,10037,0,2018,5,0
64,494,18453,0,2002,1,1
25,311,27703,0,2001,0,1
57,494,13640,0,2016,0,1
66,789,5081,1,2008,9,1
61,481,11278,0,2021,8,1
36,615,21078,1,2005,5,1
59,329,28383,1,2023,5,1
58,395,20536,1,2020,3,1
54,680,22790,0,2008,1,1
23,743,12410,0,2004,9,1
69,597,20926,1,2001,2,1
43,660,20500,0,2021,2,1
51,673,6480,0,2014,7,1
62,602,14271,1,2008,5,0
23,720,8598,0,2018,6,1
54,545,20032,0,2009,8,1
50,536,12993,0,2003,0,1
39,833,25567,0,2009,1,1
38,484,25064,1,2007,8,1
23,767,15895,1,2021,4,0
23,662,20367,0,2012,3,1
65,582,12644,0,2006,0,1
21,635,25694,0,2006,8,1
47,461,16948,1,2003,8,1
28,459,23142,0,2014,3,1
47,773,7599,0,2011,8,1
48,621,27000,1,2015,9,1
41,311,10813,0,2005,0,1
26,723,8853,1,2008,4,0
20,372,23676,0,2002,0,1
68,500,6501,1,2007,3,1
48,821,13422,0,2006,4,0
57,804,12550,0,2003,2,0
54,338,9250,1,2012,1,1
53,359,11991,1,2018,5,1
41,620,21498,1,2006,2,1
48,734,9406,1,2009,9,1
23,707,23731,1,2011,0,1
19,685,6041,0,2002,4,0
37,377,11927,1,2023,1,1
45,493,21395,1,2011,1,1
28,584,29364,1,2018,3,1
21,826,12871,1,2014,3,0
32,823,11375,0,2007,3,0
23,455,28482,0,2011,6,1
66,639,8676,0,2019,0,0
47,424,27493,0,2005,7,1
55,579,18017,0,2009,9,1
68,427,26781,1,2001,8,1
19,613,8065,0,2023,9,1
32,631,7036,0,2012,5,0
28,449,8046,1,2006,3,1
25,753,21924,1,2007,5,1
43,335,5076,0,2022,9,1
68,719,24451,0,2015,6,1
62,321,20880,1,2010,5,1
61,505,21407,0,2003,0,1
22,655,26518,1,2016,4,1
23,739,22059,1,2015,7,1
43,395,28052,0,2018,7,1
21,463,9267,0,2022,9,1
36,447,10988,0,2010,8,1
37,829,29036,1,2006,3,1
50,593,13680,1,2012,9,1
37,494,6485,0,2018,5,1
66,779,19713,0,2016,6,1
29,422,25043,0,2021,4,1
64,699,7419,1,2012,7,1
18,751,29124,1,2011,2,1
43,403,28527,1,2006,7,1
31,761,20312,0,2000,4,1
55,695,8495,1,2000,0,0
54,636,22140,1,2019,5,1
28,441,15716,0,2022,1,1
53,616,17442,1,2013,6,1
30,826,29832,0,2014,8,1
60,700,23163,1,2010,2,1
20,609,17961,0,2023,9,1
50,794,15307,0,2008,3,0
23,408,11487,1,2016,3,1
67,671,14664,0,2003,3,0
27,505,21360,1,2019,2,1
22,342,21642,0,2018,4,1
40,544,9075,0,2006,8,1
27,586,29882,0,2000,7,1
61,654,29398,1,2008,9,1
19,775,22502,0,2012,1,1
30,382,20285,0,2023,8,1
57,409,12631,1,2001,9,1
19,489,8017,0,2001,1,1
37,550,25725,0,2023,6,1
18,590,23042,0,2014,4,1
54,500,29762,0,2016,6,1
26,625,23181,1,2012,4,1
34,810,5784,0,2006,5,0
26,708,10691,0,2008,7,1
28,807,20765,1,2011,0,1
32,371,8196,0,2002,0,1
41,546,14552,0,2022,4,1
55,643,13532,1,2021,0,0
52,353,21946,1,2014,2,1
47,827,9746,1,2006,9,1
48,831,7999,1,2022,8,1
66,492,22577,0,2000,6,1
22,357,16302,1,2013,5,1
61,736,21452,0,2018,7,1
67,410,20595,1,2015,7,1
31,428,27063,0,2009,5,1
28,625,23812,1,2000,3,1
26,307,11200,1,2004,3,1
51,328,10396,0,2002,3,1
29,411,28377,1,2016,5,1
52,430,18410,1,2017,0,1
52,487,18203,1,2020,1,1
18,774,8598,0,2018,5,0
57,663,15564,1,2021,0,0
39,503,17748,1,2021,8,1
46,511,21957,0,2017,5,1
25,575,25598,0,2015,6,1
28,372,12636,1,2001,0,1
58,542,22862,0,2014,7,1
54,401,15265,0,2012,4,1
31,470,14705,0,2012,4,1
47,487,27511,1,2015,5,1
52,740,19298,1,2007,6,1
38,385,28060,0,2010,6,1
54,775,23580,1,2007,4,1
22,351,14703,0,2021,0,1
36,410,18336,1,2009,8,1
31,342,13166,0,2022,5,1
43,510,21116,1,2000,8,1
21,499,11050,0,2011,3,1
42,325,16184,1,2008,1,1
62,598,26034,1,2004,2,1
59,376,17712,0,2008,3,1
42,436,13484,1,2015,9,1
35,319,25910,1,2017,7,1
57,739,25796,1,2007,2,1
25,510,26827,1,2022,7,1
56,734,7593,1,2010,5,0
57,506,15315,1,2019,3,1
31,738,20200,1,2018,6,1
49,341,14107,1,2003,4,1
68,710,28236,0,2019,4,1
55,822,28013,1,2009,8,1
50,726,8869,0,2023,2,0
40,574,20447,1,2012,9,1
32,747,12971,0,2019,3,0
50,668,29206,1,2013,4,1
42,519,7989,0,2020,0,1
34,531,28446,0,2001,6,1
50,627,10340,1,2003,7,1
64,742,14643,0,2006,5,0
19,351,8823,1,2018,8,1
31,675,18454,1,2016,2,0
57,562,8932,0,2015,1,1
57,566,15220,1,2012,4,1
68,658,13554,0,2023,8,1
56,616,7429,0,2023,0,0
68,623,12444,1,2021,0,0
23,720,15510,1,2022,9,1
23,345,16277,1,2017,2,1
20,568,15537,1,2020,9,1
24,680,12147,1,2011,2,0
68,417,12631,0,2022,4,1
25,415,8598,0,2000,3,1
59,559,9329,1,2014,5,1
69,374,11718,1,2002,7,1
32,779,14923,1,2005,7,1
64,604,29602,0,2013,3,1
46,306,18782,0,2022,0,1
50,665,21476,0,2005,6,1
69,822,29884,1,2000,5,1
47,647,5051,1,2019,4,0
56,737,21702,0,2005,3,1
44,514,15184,1,2007,5,1
53,728,17468,1,2014,7,1
46,797,27072,0,2013,5,1
55,839,20479,0,2015,2,1
50,666,28402,1,2019,8,1
54,612,12210,0,2022,2,0
44,837,17934,1,2015,3,0
50,353,8956,0,2018,4,1
21,840,11057,0,2023,1,0
39,766,16210,1,2000,9,1
19,463,19590,1,2003,9,1
27,633,28259,0,2023,1,1
22,846,25815,1,2009,5,1
27,647,18864,0,2019,1,0
50,572,6525,1,2017,9,1
55,713,18277,0,2001,0,0
30,799,12043,0,2003,7,1
48,392,22662,0,2014,9,1
64,378,13705,1,2003,9,1
53,516,11125,0,2015,0,1
62,657,12874,0,2014,9,1
41,806,17529,0,2017,5,0
69,480,28284,0,2006,0,1
32,545,19955,1,2014,7,1
46,543,7500,1,2021,4,1
25,805,8464,0,2010,2,0
22,721,23643,0,2018,4,1
46,619,20954,1,2007,0,1
64,386,28880,0,2023,0,1
21,516,24043,1,2000,3,1
29,789,5255,0,2002,8,1
62,818,6502,1,2004,8,1
19,577,9656,0,2017,0,1
44,468,15302,1,2011,2,1
48,629,10430,1,2011,3,0
68,740,13598,1,2020,1,0
68,690,24560,0,2018,6,1
53,795,20976,1,2008,2,1
53,680,6860,1,2010,0,0
43,605,11158,0,2016,0,0
60,812,10806,0,2015,2,0
44,487,25738,0,2003,5,1
22,815,22106,0,2009,3,1
37,726,28963,1,2021,0,1
28,801,14474,0,2014,6,1
27,559,21997,0,2018,1,1
57,812,24715,0,2002,4,1
55,370,10790,0,2020,7,1
23,777,24500,0,2022,6,1
25,477,15170,0,2004,7,1
40,756,14004,0,2010,9,1
64,488,14978,1,2023,5,1
43,590,21714,1,2004,6,1
63,819,23596,1,2006,8,1
60,591,26877,1,2005,5,1
29,582,12232,1,2012,8,1
43,843,17674,0,2001,1,0
30,676,26998,0,2018,1,1
57,455,27297,0,2010,1,1
35,807,21052,0,2019,5,1
42,712,20774,1,2004,1,1
50,827,10913,1,2008,2,0
64,654,19102,0,2005,7,1
57,486,20389,0,2016,7,1
60,330,15567,1,2018,3,1
29,559,10611,1,2022,8,1
61,720,14432,1,2007,7,1
53,828,5319,0,2006,0,0
65,603,29469,0,2004,7,1
21,338,17686,1,2014,0,1
22,788,25584,1,2009,3,1
54,841,9791,0,2023,9,1
25,577,5329,0,2015,5,1
59,502,13851,0,2008,6,1
66,365,16310,0,2006,9,1
45,407,28126,1,2010,3,1
48,567,26300,1,2008,7,1
26,521,15164,1,2016,7,1
68,829,23177,0,2008,8,1
46,389,27841,0,2002,5,1
31,554,29509,0,2021,3,1
57,754,10703,1,2007,1,0
58,552,15649,1,2018,6,1
39,556,27554,1,2019,9,1
28,682,28028,0,2015,2,1
40,741,28804,0,2006,2,1
18,389,17672,1,2006,2,1
63,689,9155,0,2019,3,0
54,343,29795,1,2012,1,1
38,318,7611,1,2002,4,1
43,400,27075,1,2011,2,1
63,656,23977,1,2023,9,1
53,841,21479,0,2007,4,1
40,332,14180,0,2012,6,1
18,528,14304,0,2019,8,1
68,823,27425,0,2015,1,1
57,454,26447,0,2006,8,1
32,722,19610,0,2003,9,1
38,545,13437,1,2011,5,1
64,704,15350,0,2016,5,0
26,840,17521,0,2000,2,0
26,460,24733,0,2016,9,1
27,416,29028,1,2001,8,1
69,570,11560,0,2005,3,1
43,786,10247,1,2011,4,0
58,471,26740,0,2010,2,1
52,573,9077,0,2020,4,1
69,558,26282,0,2010,7,1
42,434,15858,1,2017,7,1
43,721,16391,1,2007,7,1
28,720,15946,0,2006,5,0
55,485,20186,0,2013,0,1
19,663,6417,0,2015,9,1
24,677,21494,1,2011,5,1
35,822,29665,1,2008,9,1
44,495,13954,0,2019,6,1
51,397,18591,1,2022,8,1
44,321,12391,1,2020,7,1
34,749,16364,1,2015,7,1
60,471,15371,1,2020,6,1
61,682,26516,0,2018,1,1
68,433,7504,0,2015,0,1
41,725,29673,1,2008,1,1
42,324,10239,1,2012,5,1
24,802,21676,1,2004,1,1
69,484,23118,0,2021,9,1
23,384,10120,0,2018,3,1
41,443,11393,1,2009,9,1
50,711,7196,1,2006,2,0
66,523,8466,1,2008,5,1
46,519,6906,1,2013,7,1
60,478,23105,0,2014,5,1
39,732,16883,0,2012,1,0
43,564,20437,0,2009,4,1
45,728,19497,0,2013,5,0
67,715,6816,0,2020,8,1
38,752,29828,0,2022,5,1
66,496,25611,1,2011,9,1
24,352,15713,1,2018,4,1
34,779,27159,0,2005,0,1
37,742,8849,0,2011,9,1
58,629,26612,0,2023,4,1
66,550,11849,1,2012,4,1
37,422,6058,1,2007,5,1
39,686,16730,1,2015,6,1
45,638,23706,1,2001,3,1
57,647,29762,0,2021,6,1
66,328,22332,1,2006,4,1
24,334,29563,0,2011,5,1
18,817,9359,1,2006,3,0
49,695,17809,1,2018,7,1
30,593,10660,1,2013,8,1
47,648,12254,1,2008,1,0
40,446,17822,0,2017,3,1
68,366,29785,0,2010,7,1
36,819,7093,0,2015,7,1
49,421,16730,0,2018,8,1
47,639,22947,0,2010,2,1
46,474,13217,0,2017,0,1
66,750,21558,0,2010,8,1
62,435,22718,1,2003,0,1
46,315,21705,0,2017,2,1
47,632,27082,1,2018,2,1
33,494,17342,0,2012,8,1
57,795,17239,1,2003,0,0
36,308,18854,0,2009,6,1
35,633,18897,1,2021,1,0
18,632,16419,0,2004,6,1
31,626,15064,0,2002,0,0
68,314,20003,0,2015,9,1
64,525,26988,0,2007,9,1
67,724,28126,1,2023,7,1
19,707,15259,0,2006,9,1
45,412,28820,0,2018,9,1
66,727,29908,1,2013,1,1
67,300,10674,0,2014,2,1
47,565,10002,1,2016,7,1
55,790,5910,1,2020,2,0
68,507,5949,0,2000,0,1
21,668,26809,0,2005,8,1
18,605,23898,1,2022,7,1
25,311,16523,0,2014,3,1
46,644,29085,1,2011,7,1
56,764,16221,0,2020,4,0
20,793,21484,0,2019,2,1
49,667,9646,1,2001,0,0
27,719,11945,0,2004,9,1
27,470,7400,0,2008,4,1
36,433,16563,0,2019,5,1
63,726,27185,1,2013,3,1
51,324,23727,0,2017,6,1
50,829,5352,1,2021,2,0
40,489,24339,0,2007,6,1
45,440,20489,1,2001,0,1
49,614,6018,0,2008,6,1
67,743,22563,0,2006,0,1
24,618,10193,1,2017,0,0
46,740,20701,0,2015,1,1
25,391,8536,1,2020,1,1
18,478,20449,0,2004,3,1
20,355,16842,1,2022,0,1
41,454,23886,0,2014,3,1
40,410,8819,1,2004,1,1
25,436,28239,0,2010,3,1
64,531,22363,1,2021,3,1
54,767,5976,1,2013,8,1
20,780,23664,0,2018,8,1
68,367,10897,1,2002,0,1
50,548,20957,1,2023,4,1
45,622,20359,0,2009,6,1
64,817,18240,0,2005,3,0
25,731,5107,0,2002,4,0
51,786,20524,0,2001,1,1
52,728,6626,0,2012,2,0
49,568,11229,0,2017,6,1
41,836,11877,1,2001,9,1
31,447,5874,1,2014,6,1
49,417,10543,1,2004,3,1
63,666,8809,0,2014,0,0
60,365,15603,0,2020,0,1
33,669,7107,1,2016,3,0
21,474,16745,1,2001,3,1
69,794,14465,0,2017,5,0
54,413,5559,1,2014,6,1
38,410,13308,0,2019,8,1
31,738,26353,0,2022,8,1
48,446,20250,1,2002,9,1
65,334,18255,0,2004,4,1
35,608,8046,0,2010,9,1
24,837,18856,0,2008,2,0
27,313,21427,0,2004,2,1
24,673,5508,1,2000,5,0
50,727,11107,0,2013,0,0
40,532,18476,0,2004,6,1
38,739,8439,1,2007,2,0
36,801,25312,0,2020,4,1
65,574,26795,0,2013,6,1
36,375,18136,1,2015,6,1
53,738,19167,1,2005,8,1
46,588,22300,0,2007,0,1
35,839,22182,0,2001,2,1
19,552,9971,1,2018,8,1
18,425,23144,0,2008,7,1
64,476,24659,0,2004,1,1
22,336,20883,0,2004,7,1
37,709,5818,1,2018,7,1
28,426,15360,0,2003,1,1
59,782,26424,1,2015,7,1
19,467,16927,1,2015,2,1
20,593,21023,1,2015,6,1
40,642,8065,1,2006,8,1
29,609,8259,0,2017,3,0
37,827,22290,1,2023,5,1
22,839,17300,0,2020,8,1
54,718,5602,1,2000,4,0
55,743,9295,1,2002,0,0
47,535,14983,0,2020,2,1
26,738,8527,1,2007,8,1
51,513,25927,1,2000,2,1
61,384,6811,0,2006,9,1
52,384,17103,1,2006,1,1
69,788,14032,1,2007,3,0
39,364,17877,1,2018,4,1
61,363,12963,0,2016,6,1
41,642,26633,1,2010,6,1
34,651,20224,0,2014,8,1
27,457,25999,0,2008,7,1
47,790,13916,0,2016,1,0
63,762,11766,1,2010,7,1
40,524,22186,1,2005,7,1
49,612,23966,1,2008,4,1
34,765,27829,1,2017,2,1
67,387,25221,0,2019,8,1
68,602,6665,0,2001,6,1
34,734,20932,1,2003,0,1
31,434,11975,1,2017,7,1
26,349,7552,0,2000,9,1
57,731,28859,1,2010,4,1
19,639,18219,1,2002,5,0
62,646,19274,1,2007,8,1
42,646,17612,1,2004,9,1
56,544,7808,1,2019,7,1
26,408,16090,1,2020,2,1
39,832,27017,0,2021,4,1
60,389,17260,0,2021,3,1
63,595,20295,0,2004,0,1
21,411,19837,0,2010,4,1
43,476,27480,1,2011,9,1
46,642,19669,1,2021,6,1
62,400,15523,0,2008,0,1
51,700,17762,0,2020,3,0
40,327,18769,0,2012,5,1
54,836,18731,0,2021,8,1
28,357,16877,0,2019,7,1
23,797,7456,1,2002,1,0
35,596,10423,1,2012,2,1
38,433,19246,0,2021,9,1
59,630,17846,0,2010,4,0
53,548,9317,1,2010,6,1
58,849,22940,1,2020,2,1
55,374,23589,1,2019,6,1
51,467,17635,0,2020,4,1
34,802,18470,1,2006,9,1
54,654,18176,0,2016,5,0
42,524,25339,0,2015,5,1
55,830,14113,1,2013,3,0
29,445,18546,1,2000,7,1
40,540,11805,1,2010,8,1
59,643,21788,0,2012,1,1
39,334,23004,1,2000,8,1
38,300,24336,1,2001,3,1
44,452,13080,0,2008,5,1
48,728,8118,1,2012,6,1
23,807,28764,1,2004,3,1
44,425,11630,0,2008,7,1
57,790,5565,0,2012,9,1
51,781,20701,0,2004,7,1
29,644,19859,0,2014,0,0
62,520,26183,0,2006,7,1
24,324,12670,1,2013,9,1
27,827,24252,1,2015,2,1
62,481,14476,0,2005,4,1
34,798,13776,1,2001,9,1
43,341,20021,1,2015,7,1
38,780,9327,0,2018,5,0
45,738,27797,0,2004,3,1
63,701,20275,0,2003,3,1
19,845,12614,1,2013,3,0
60,644,6245,0,2005,5,0
18,344,13243,1,2007,6,1
68,320,15355,1,2023,4,1
53,369,5537,1,2002,9,1
68,347,20924,1,2003,7,1
43,790,21236,0,2000,6,1
46,586,21924,1,2001,7,1
38,309,22198,0,2012,3,1
28,841,6415,1,2008,7,1
57,573,16030,0,2011,5,1
28,680,6652,0,2009,2,0
53,628,15857,0,2009,7,1
66,778,25446,1,2017,6,1
56,314,23740,1,2011,9,1
57,815,8810,1,2021,4,0
52,490,21569,0,2015,3,1
51,467,6551,1,2022,0,1
64,820,18584,1,2005,9,1
41,436,28397,1,2023,2,1
39,453,5761,0,2023,1,1
22,687,17511,1,2020,7,1
50,508,14471,1,2023,7,1
53,571,17467,0,2009,4,1
64,442,11163,0,2014,4,1
37,368,21065,0,2008,3,1
36,546,29019,0,2023,0,1
52,560,16886,0,2001,0,1
69,378,24665,0,2017,5,1
60,824,22920,1,2011,3,1
34,629,11201,1,2002,3,0
62,488,24548,0,2006,2,1
60,394,20580,1,2008,8,1
51,307,24154,0,2007,2,1
26,366,12399,1,2005,7,1
43,795,25229,0,2000,1,1
19,490,24819,0,2013,3,1
26,665,26094,1,2015,0,1
26,820,21945,1,2015,4,1
57,416,26101,1,2003,1,1
34,566,12623,1,2005,0,1
18,784,15327,1,2014,0,0
42,808,12187,1,2021,1,0
60,597,7180,1,2007,4,1
57,463,6960,1,2000,8,1
59,675,25263,0,2012,5,1
42,567,10153,1,2017,3,1
56,848,12035,1,2017,2,0
52,373,16471,0,2012,7,1
20,807,24654,0,2021,2,1
67,372,26071,0,2013,0,1
54,607,5582,0,2010,3,0
61,498,20514,1,2006,4,1
61,429,20531,1,2017,4,1
68,786,21672,0,2020,4,1
47,450,27048,0,2021,7,1
55,505,12979,1,2003,7,1
51,478,25243,1,2016,3,1
29,496,8060,1,2018,8,1
36,388,18731,1,2013,0,1
54,733,17294,0,2009,4,0
61,482,22567,1,2005,4,1
66,508,25719,0,2017,4,1
34,792,19274,0,2003,7,1
27,429,22830,0,2010,8,1
66,312,21348,1,2012,2,1
64,405,28063,0,2007,8,1
29,674,27597,1,2009,7,1
33,398,6903,0,2022,2,1
41,491,19551,1,2010,1,1
36,624,29278,0,2002,3,1
25,766,20141,0,2014,1,1
48,666,7377,1,2007,3,0
38,617,5847,1,2019,4,0
34,443,28754,0,2017,1,1
40,683,19380,0,2020,7,1
54,515,27725,1,2000,0,1
33,660,22623,0,2023,2,1
23,623,26984,1,2007,6,1
25,314,14524,1,2002,9,1
42,516,20231,0,2000,0,1
35,791,16698,1,2019,1,0
42,846,15571,0,2015,2,0
29,482,26175,1,2008,1,1
32,569,17314,1,2016,1,1
43,766,16429,0,2015,5,0
58,818,7365,1,2022,6,1
62,841,15604,0,2005,5,0
43,766,16366,1,2022,5,0
64,604,10055,1,2006,8,1
49,443,10622,1,2023,7,1
27,410,21756,1,2015,7,1
33,531,12783,0,2007,5,1
24,799,6949,1,2009,4,0
34,572,21628,1,2013,8,1
40,472,15032,1,2010,1,1
43,306,29179,0,2001,6,1
38,454,27156,0,2011,5,1
39,821,16619,0,2019,6,1
24,845,21508,0,2019,3,1
31,847,17824,1,2012,8,1
32,817,15945,1,2014,6,1
24,514,6919,1,2011,1,1
26,433,14827,0,2012,3,1
68,584,14617,0,2007,4,1
65,425,14732,1,2015,1,1
25,738,5530,1,2002,9,1
67,451,12849,1,2012,7,1
40,630,11929,0,2011,0,0
46,837,9349,1,2018,2,0
35,682,19456,1,2001,0,0
48,414,16295,0,2000,4,1
47,781,26140,0,2007,7,1
69,583,23185,1,2008,6,1
56,374,10156,0,2007,8,1
52,465,29240,1,2020,1,1
35,488,26845,1,2016,7,1
59,377,14228,1,2008,7,1
56,320,26686,1,2005,5,1
34,483,16920,0,2014,2,1
31,521,12432,0,2022,1,1
48,627,17203,0,2023,7,1
41,478,11189,1,2012,5,1
52,411,6142,1,2020,3,1
61,358,28460,1,2021,4,1
62,626,12614,0,2011,4,0
51,490,19253,0,2012,8,1
20,499,26224,1,2006,8,1
54,611,23013,0,2022,7,1
60,334,26446,0,2017,7,1
57,678,22146,0,2013,1,1
43,686,11905,0,2010,2,0
40,536,9889,1,2013,7,1
61,818,9839,0,2016,4,0
56,582,8957,1,2023,6,1
32,300,5557,0,2020,7,1
66,763,9621,1,2001,5,0
21,529,19932,1,2018,4,1
46,471,5839,0,2015,7,1
39,386,29578,1,2021,0,1
42,422,14243,1,2009,0,1
30,597,14596,0,2021,0,1
35,783,29732,1,2007,2,1
50,464,11998,0,2020,9,1
33,682,15129,1,2004,5,0
62,508,5510,0,2006,5,1
59,731,16596,0,2012,4,0
61,688,17974,0,2015,6,1
19,523,6137,0,2004,4,1
52,302,18700,0,2015,1,1
59,671,26990,1,2014,3,1
51,745,9666,1,2008,0,0
47,415,13906,0,2021,6,1
30,569,26818,1,2022,3,1
30,746,15478,1,2011,3,0
35,667,27830,1,2007,3,1
49,552,7654,0,2012,2,1
49,616,5990,0,2004,7,1
52,714,29204,1,2013,3,1
56,394,7160,0,2015,7,1
63,323,27124,0,2010,8,1
69,349,25841,1,2019,0,1
46,801,20136,0,2011,3,1
66,797,15336,0,2014,5,0
46,634,19269,0,2023,7,1
61,378,21206,0,2011,5,1
33,326,7063,0,2008,5,1
61,570,15795,1,2000,9,1
64,546,23361,0,2002,3,1
27,686,13567,0,2011,8,1
47,660,13933,1,2019,6,1
42,787,24051,1,2012,5,1
56,651,20619,0,2022,0,1
37,555,9919,1,2005,1,1
22,521,16741,0,2009,5,1
18,300,29993,1,2009,0,1
47,845,29026,0,2015,4,1
66,745,13798,1,2000,0,0
20,378,21927,0,2015,2,1
62,535,19566,1,2003,6,1
31,633,5883,0,2005,4,0
47,648,26182,0,2018,9,1
67,397,29424,0,2001,0,1
21,381,14415,1,2017,0,1
35,801,16085,1,2009,7,1
54,776,20008,0,2003,8,1
42,849,27102,0,2000,6,1
65,313,23452,0,2014,2,1
18,691,28862,0,2009,5,1
63,646,13120,1,2017,2,0
32,609,12820,1,2015,9,1
26,685,16901,1,2012,3,0
32,508,23170,0,2014,3,1
66,656,21259,0,2001,2,1
41,393,27099,1,2019,9,1
21,392,14649,1,2003,5,1
29,639,13269,1,2000,4,0
54,744,16805,1,2006,8,1
54,321,22692,0,2022,8,1
60,590,15379,0,2010,2,1
23,784,13744,0,2009,8,1
56,605,18285,1,2000,2,0
63,427,13473,0,2010,3,1
41,572,15679,1,2023,0,1
28,741,19605,1,2009,4,0
30,802,15985,1,2013,8,1
51,429,17391,1,2013,1,1
42,431,9861,1,2006,3,1
